datetime,External dew-point temp. (°C),Global radiation (W/m²),Max. adaptive temp. (°C),Daily running mean temp. (°C),Direct radiation (W/m²),Wet-bulb temperature (°C),Wind speed (m/s),Solar azimuth (deg.),Diffuse radiation (W/m²),Dry-bulb temperature (°C)
2003-11-16 17:30:00,8.61,0.000,24.76,8.98,0.000,9.90,4.00,249.5,0.000,11.40
2003-11-16 18:30:00,8.60,0.000,24.76,8.98,0.000,9.80,4.00,260.7,0.000,11.20
2003-11-16 19:30:00,9.02,0.000,24.76,8.98,0.000,10.20,5.00,272.2,0.000,11.60
2003-11-16 20:30:00,8.00,0.000,24.76,8.98,0.000,9.50,4.00,284.8,0.000,11.20
2003-11-16 21:30:00,6.76,0.000,24.76,8.98,0.000,8.90,4.00,299.5,0.000,11.20
2003-11-16 22:30:00,7.06,0.000,24.76,8.98,0.000,9.00,3.00,317.6,0.000,11.10
2003-11-16 23:30:00,7.03,0.000,24.76,8.98,0.000,8.80,4.00,340.1,0.000,10.70
2003-11-17 00:30:00,6.80,0.000,24.76,8.98,0.000,8.50,3.00,5.9,0.000,10.30
2003-11-17 01:30:00,5.15,0.000,24.95,9.56,0.000,7.60,3.00,30.7,0.000,10.00
2003-11-17 02:30:00,5.04,0.000,24.95,9.56,0.000,7.50,2.00,51.3,0.000,9.90
2003-11-17 03:30:00,5.25,0.000,24.95,9.56,0.000,7.50,2.00,67.7,0.000,9.70
2003-11-17 04:30:00,4.80,0.000,24.95,9.56,0.000,7.30,3.00,81.2,0.000,9.70
2003-11-17 05:30:00,6.12,0.000,24.95,9.56,0.000,7.70,1.00,93.2,0.000,9.30
2003-11-17 06:30:00,7.75,0.000,24.95,9.56,0.000,8.30,2.00,104.5,0.000,8.90
2003-11-17 07:30:00,7.93,1.000,24.95,9.56,0.000,8.30,1.00,115.8,1.000,8.70
2003-11-17 08:30:00,7.84,4.000,24.95,9.56,0.000,8.30,1.00,127.6,4.000,8.80
2003-11-17 09:30:00,8.66,13.000,24.95,9.56,5.336,9.10,2.00,140.2,12.000,9.60
2003-11-17 10:30:00,11.10,44.000,24.95,9.56,3.653,11.40,5.00,153.8,43.000,11.80
2003-11-17 11:30:00,11.33,50.000,24.95,9.56,0.000,12.00,6.00,168.4,50.000,12.90
2003-11-17 12:30:00,12.10,26.000,24.95,9.56,0.000,12.60,6.00,183.4,26.000,13.30
2003-11-17 13:30:00,12.34,19.000,24.95,9.56,0.000,12.90,5.00,198.2,19.000,13.70
2003-11-17 14:30:00,12.27,17.000,24.95,9.56,0.000,12.90,5.00,212.4,17.000,13.80
2003-11-17 15:30:00,12.55,12.000,24.95,9.56,0.000,13.10,5.00,225.6,12.000,13.90
2003-11-17 16:30:00,12.15,3.000,24.95,9.56,0.000,13.00,5.00,237.8,3.000,14.20
2003-11-17 17:30:00,12.15,0.000,24.95,9.56,0.000,13.00,5.00,249.3,0.000,14.20
2003-11-17 18:30:00,12.05,0.000,24.95,9.56,0.000,12.90,4.00,260.5,0.000,14.10
2003-11-17 19:30:00,11.88,0.000,24.95,9.56,0.000,12.60,4.00,272.0,0.000,13.60
2003-11-17 20:30:00,11.61,0.000,24.95,9.56,0.000,12.20,4.00,284.6,0.000,13.00
2003-11-17 21:30:00,11.20,0.000,24.95,9.56,0.000,11.80,3.00,299.2,0.000,12.60
2003-11-17 22:30:00,11.06,0.000,24.95,9.56,0.000,11.60,2.00,317.3,0.000,12.30
2003-11-17 23:30:00,10.81,0.000,24.95,9.56,0.000,11.20,2.00,340.0,0.000,11.70
2003-11-18 00:30:00,11.15,0.000,24.95,9.56,0.000,11.60,3.00,5.9,0.000,12.20
2003-11-18 01:30:00,11.30,0.000,25.10,10.00,0.000,11.60,2.00,30.8,0.000,12.00
2003-11-18 02:30:00,11.22,0.000,25.10,10.00,0.000,11.60,2.00,51.4,0.000,12.10
2003-11-18 03:30:00,11.50,0.000,25.10,10.00,0.000,11.80,2.00,67.8,0.000,12.20
2003-11-18 04:30:00,11.81,0.000,25.10,10.00,0.000,12.10,2.00,81.4,0.000,12.50
2003-11-18 05:30:00,11.91,0.000,25.10,10.00,0.000,12.20,2.00,93.3,0.000,12.60
2003-11-18 06:30:00,12.01,0.000,25.10,10.00,0.000,12.30,2.00,104.7,0.000,12.70
2003-11-18 07:30:00,12.36,1.000,25.10,10.00,0.000,12.50,2.00,115.9,1.000,12.70
2003-11-18 08:30:00,12.46,3.000,25.10,10.00,0.000,12.60,2.00,127.7,3.000,12.80
2003-11-18 09:30:00,12.35,11.000,25.10,10.00,0.000,12.70,2.00,140.3,11.000,13.20
2003-11-18 10:30:00,12.38,45.000,25.10,10.00,0.000,12.80,3.00,153.8,45.000,13.40
2003-11-18 11:30:00,12.40,75.000,25.10,10.00,0.000,13.10,3.00,168.3,75.000,14.10
2003-11-18 12:30:00,12.47,90.000,25.10,10.00,0.000,13.30,3.00,183.3,90.000,14.50
2003-11-18 13:30:00,12.00,95.000,25.10,10.00,0.000,13.20,4.00,198.1,95.000,14.90
2003-11-18 14:30:00,11.93,57.000,25.10,10.00,0.000,13.20,3.00,212.3,57.000,15.00
2003-11-18 15:30:00,11.83,25.000,25.10,10.00,0.000,13.10,3.00,225.4,25.000,14.90
2003-11-18 16:30:00,11.57,10.000,25.10,10.00,0.000,12.80,3.00,237.6,10.000,14.50
2003-11-18 17:30:00,11.35,0.000,25.10,10.00,0.000,12.60,3.00,249.1,0.000,14.30
2003-11-18 18:30:00,11.15,0.000,25.10,10.00,0.000,12.40,3.00,260.3,0.000,14.10
2003-11-18 19:30:00,11.19,0.000,25.10,10.00,0.000,12.30,3.00,271.8,0.000,13.80
2003-11-18 20:30:00,11.13,0.000,25.10,10.00,0.000,12.10,2.00,284.3,0.000,13.40
2003-11-18 21:30:00,11.47,0.000,25.10,10.00,0.000,12.20,3.00,299.0,0.000,13.20
2003-11-18 22:30:00,11.44,0.000,25.10,10.00,0.000,12.10,2.00,317.1,0.000,13.00
2003-11-18 23:30:00,11.41,0.000,25.10,10.00,0.000,12.00,3.00,339.8,0.000,12.80
2003-11-19 00:30:00,11.23,0.000,25.10,10.00,0.000,11.90,3.00,5.8,0.000,12.80
2003-11-19 01:30:00,10.57,0.000,25.32,10.68,0.000,11.50,4.00,30.8,0.000,12.70
2003-11-19 02:30:00,9.50,0.000,25.32,10.68,0.000,10.80,5.00,51.5,0.000,12.40
2003-11-19 03:30:00,8.36,0.000,25.32,10.68,0.000,10.00,4.00,68.0,0.000,11.90
2003-11-19 04:30:00,7.42,0.000,25.32,10.68,0.000,9.40,4.00,81.5,0.000,11.60
2003-11-19 05:30:00,6.55,0.000,25.32,10.68,0.000,8.90,4.00,93.5,0.000,11.40
2003-11-19 06:30:00,6.87,0.000,25.32,10.68,0.000,9.00,3.00,104.8,0.000,11.30
2003-11-19 07:30:00,7.07,1.000,25.32,10.68,0.000,9.10,4.00,116.0,1.000,11.30
2003-11-19 08:30:00,7.30,7.000,25.32,10.68,0.000,9.30,4.00,127.8,7.000,11.50
2003-11-19 09:30:00,7.64,39.000,25.32,10.68,0.000,9.60,4.00,140.3,39.000,11.80
2003-11-19 10:30:00,8.25,83.000,25.32,10.68,3.767,10.30,4.00,153.9,82.000,12.70
2003-11-19 11:30:00,8.58,109.000,25.32,10.68,6.328,10.60,4.00,168.3,107.000,13.00
2003-11-19 12:30:00,8.61,92.000,25.32,10.68,3.054,10.70,5.00,183.2,91.000,13.20
2003-11-19 13:30:00,9.42,55.000,25.32,10.68,0.000,10.80,3.00,198.0,55.000,12.50
2003-11-19 14:30:00,9.44,37.000,25.32,10.68,0.000,10.90,2.00,212.1,37.000,12.70
2003-11-19 15:30:00,10.04,23.000,25.32,10.68,0.000,11.30,2.00,225.2,23.000,12.90
2003-11-19 16:30:00,10.07,7.000,25.32,10.68,0.000,11.10,3.00,237.4,7.000,12.40
2003-11-19 17:30:00,10.31,0.000,25.32,10.68,0.000,11.10,2.00,248.9,0.000,12.10
2003-11-19 18:30:00,10.55,0.000,25.32,10.68,0.000,11.10,3.00,260.1,0.000,11.80
2003-11-19 19:30:00,10.34,0.000,25.32,10.68,0.000,10.90,3.00,271.6,0.000,11.60
2003-11-19 20:30:00,10.55,0.000,25.32,10.68,0.000,11.10,2.00,284.1,0.000,11.80
2003-11-19 21:30:00,10.92,0.000,25.32,10.68,0.000,11.30,1.00,298.7,0.000,11.80
2003-11-19 22:30:00,10.66,0.000,25.32,10.68,0.000,11.20,2.00,316.8,0.000,11.90
2003-11-19 23:30:00,10.63,0.000,25.32,10.68,0.000,11.40,3.00,339.6,0.000,12.40
2003-11-20 00:30:00,10.92,0.000,25.32,10.68,0.000,11.60,2.00,5.7,0.000,12.50
2003-11-20 01:30:00,11.17,0.000,25.42,10.97,0.000,11.70,1.00,30.9,0.000,12.40
2003-11-20 02:30:00,10.97,0.000,25.42,10.97,0.000,11.50,1.00,51.6,0.000,12.20
2003-11-20 03:30:00,10.94,0.000,25.42,10.97,0.000,11.40,1.00,68.1,0.000,12.00
2003-11-20 04:30:00,10.31,0.000,25.42,10.97,0.000,11.10,1.00,81.6,0.000,12.10
2003-11-20 05:30:00,9.77,0.000,25.42,10.97,0.000,10.50,2.00,93.6,0.000,11.40
2003-11-20 06:30:00,8.97,0.000,25.42,10.97,0.000,9.40,2.00,104.9,0.000,9.90
2003-11-20 07:30:00,8.38,2.000,25.42,10.97,0.000,9.00,1.00,116.1,2.000,9.70
2003-11-20 08:30:00,8.09,6.000,25.42,10.97,0.000,8.90,2.00,127.8,6.000,9.80
2003-11-20 09:30:00,7.82,29.000,25.42,10.97,0.000,8.90,3.00,140.4,29.000,10.10
2003-11-20 10:30:00,7.10,52.000,25.42,10.97,3.826,8.50,3.00,153.9,51.000,10.00
2003-11-20 11:30:00,6.04,81.000,25.42,10.97,16.021,8.00,3.00,168.3,76.000,10.00
2003-11-20 12:30:00,6.29,114.000,25.42,10.97,18.539,8.40,3.00,183.2,108.000,10.60
2003-11-20 13:30:00,6.52,126.000,25.42,10.97,44.030,8.70,3.00,197.9,113.000,11.00
2003-11-20 14:30:00,6.21,129.000,25.42,10.97,187.882,8.60,4.00,212.0,86.000,11.10
2003-11-20 15:30:00,6.55,90.000,25.42,10.97,317.806,8.90,3.00,225.1,49.000,11.40
2003-11-20 16:30:00,6.73,24.000,25.42,10.97,0.000,8.70,3.00,237.2,24.000,10.80
2003-11-20 17:30:00,6.77,0.000,25.42,10.97,0.000,8.20,2.00,248.7,0.000,9.70
2003-11-20 18:30:00,6.53,0.000,25.42,10.97,0.000,7.70,2.00,259.9,0.000,8.90
2003-11-20 19:30:00,5.99,0.000,25.42,10.97,0.000,7.20,2.00,271.3,0.000,8.40
2003-11-20 20:30:00,5.88,0.000,25.42,10.97,0.000,6.80,2.00,283.9,0.000,7.70
2003-11-20 21:30:00,5.98,0.000,25.42,10.97,0.000,6.60,2.00,298.4,0.000,7.20
2003-11-20 22:30:00,5.57,0.000,25.42,10.97,0.000,6.20,2.00,316.6,0.000,6.80
2003-11-20 23:30:00,5.58,0.000,25.42,10.97,0.000,6.10,2.00,339.4,0.000,6.60
2003-11-21 00:30:00,5.37,0.000,25.42,10.97,0.000,5.90,2.00,5.7,0.000,6.40
2003-11-21 01:30:00,5.26,0.000,25.35,10.74,0.000,5.80,2.00,30.9,0.000,6.30
2003-11-21 02:30:00,5.68,0.000,25.35,10.74,0.000,6.20,2.00,51.7,0.000,6.70
2003-11-21 03:30:00,6.40,0.000,25.35,10.74,0.000,6.80,1.00,68.2,0.000,7.20
2003-11-21 04:30:00,6.30,0.000,25.35,10.74,0.000,7.00,1.00,81.8,0.000,7.70
2003-11-21 05:30:00,6.61,0.000,25.35,10.74,0.000,7.30,1.00,93.7,0.000,8.00
2003-11-21 06:30:00,7.13,0.000,25.35,10.74,0.000,7.70,2.00,105.0,0.000,8.30
2003-11-21 07:30:00,7.24,1.000,25.35,10.74,0.000,8.00,2.00,116.2,1.000,8.80
2003-11-21 08:30:00,7.25,9.000,25.35,10.74,0.000,8.10,1.00,127.9,9.000,9.00
2003-11-21 09:30:00,7.36,30.000,25.35,10.74,0.000,8.30,1.00,140.4,30.000,9.30
2003-11-21 10:30:00,8.09,52.000,25.35,10.74,0.000,8.90,1.00,153.9,52.000,9.80
2003-11-21 11:30:00,8.32,74.000,25.35,10.74,0.000,9.20,2.00,168.2,74.000,10.20
2003-11-21 12:30:00,8.47,94.000,25.35,10.74,0.000,9.60,2.00,183.1,94.000,10.90
2003-11-21 13:30:00,8.70,101.000,25.35,10.74,6.855,9.90,1.00,197.8,99.000,11.30
2003-11-21 14:30:00,8.91,86.000,25.35,10.74,22.162,10.10,1.00,211.8,81.000,11.50
2003-11-21 15:30:00,9.02,57.000,25.35,10.74,71.411,10.20,2.00,224.9,48.000,11.60
2003-11-21 16:30:00,8.43,21.000,25.35,10.74,0.000,9.40,2.00,237.0,21.000,10.50
2003-11-21 17:30:00,7.87,0.000,25.35,10.74,0.000,8.60,1.00,248.5,0.000,9.40
2003-11-21 18:30:00,7.64,0.000,25.35,10.74,0.000,8.20,1.00,259.7,0.000,8.80
2003-11-21 19:30:00,7.62,0.000,25.35,10.74,0.000,7.90,0.00,271.1,0.000,8.20
2003-11-21 20:30:00,6.30,0.000,25.35,10.74,0.000,6.70,0.00,283.6,0.000,7.10
2003-11-21 21:30:00,6.81,0.000,25.35,10.74,0.000,7.10,1.00,298.2,0.000,7.40
2003-11-21 22:30:00,7.61,0.000,25.35,10.74,0.000,7.80,0.00,316.3,0.000,8.00
2003-11-21 23:30:00,7.82,0.000,25.35,10.74,0.000,8.10,0.00,339.2,0.000,8.40
2003-11-22 00:30:00,7.73,0.000,25.35,10.74,0.000,8.00,1.00,5.6,0.000,8.30
2003-11-22 01:30:00,7.83,0.000,25.22,10.37,0.000,8.20,1.00,30.9,0.000,8.60
2003-11-22 02:30:00,7.93,0.000,25.22,10.37,0.000,8.30,0.00,51.8,0.000,8.70
2003-11-22 03:30:00,8.14,0.000,25.22,10.37,0.000,8.50,1.00,68.3,0.000,8.90
2003-11-22 04:30:00,8.05,0.000,25.22,10.37,0.000,8.50,1.00,81.9,0.000,9.00
2003-11-22 05:30:00,8.35,0.000,25.22,10.37,0.000,8.80,0.00,93.8,0.000,9.30
2003-11-22 06:30:00,8.45,0.000,25.22,10.37,0.000,8.90,0.00,105.1,0.000,9.40
2003-11-22 07:30:00,8.35,0.000,25.22,10.37,0.000,8.80,1.00,116.3,0.000,9.30
2003-11-22 08:30:00,8.35,4.000,25.22,10.37,0.000,8.80,2.00,128.0,4.000,9.30
2003-11-22 09:30:00,8.56,16.000,25.22,10.37,0.000,9.00,1.00,140.4,16.000,9.50
2003-11-22 10:30:00,8.78,37.000,25.22,10.37,0.000,9.30,2.00,153.9,37.000,9.90
2003-11-22 11:30:00,9.12,64.000,25.22,10.37,0.000,9.80,2.00,168.2,64.000,10.60
2003-11-22 12:30:00,9.56,96.000,25.22,10.37,6.323,10.30,2.00,183.0,94.000,11.20
2003-11-22 13:30:00,9.70,112.000,25.22,10.37,13.873,10.60,2.00,197.7,108.000,11.70
2003-11-22 14:30:00,9.37,94.000,25.22,10.37,31.466,10.60,3.00,211.7,87.000,12.10
2003-11-22 15:30:00,9.45,50.000,25.22,10.37,32.477,10.60,3.00,224.7,46.000,12.00
2003-11-22 16:30:00,9.49,11.000,25.22,10.37,0.000,10.40,2.00,236.9,11.000,11.50
2003-11-22 17:30:00,9.28,0.000,25.22,10.37,0.000,10.20,3.00,248.3,0.000,11.30
2003-11-22 18:30:00,9.24,0.000,25.22,10.37,0.000,10.00,2.00,259.5,0.000,10.90
2003-11-22 19:30:00,9.21,0.000,25.22,10.37,0.000,9.80,2.00,270.9,0.000,10.50
2003-11-22 20:30:00,9.02,0.000,25.22,10.37,0.000,9.70,2.00,283.4,0.000,10.50
2003-11-22 21:30:00,8.74,0.000,25.22,10.37,0.000,9.60,2.00,297.9,0.000,10.60
2003-11-22 22:30:00,8.73,0.000,25.22,10.37,0.000,9.50,2.00,316.0,0.000,10.40
2003-11-22 23:30:00,8.53,0.000,25.22,10.37,0.000,9.40,2.00,338.9,0.000,10.40
2003-11-23 00:30:00,8.53,0.000,25.22,10.37,0.000,9.40,3.00,5.5,0.000,10.40
2003-11-23 01:30:00,8.25,0.000,25.21,10.34,0.000,9.30,3.00,31.0,0.000,10.50
2003-11-23 02:30:00,8.25,0.000,25.21,10.34,0.000,9.30,2.00,51.9,0.000,10.50
2003-11-23 03:30:00,8.05,0.000,25.21,10.34,0.000,9.20,2.00,68.4,0.000,10.50
2003-11-23 04:30:00,8.05,0.000,25.21,10.34,0.000,9.20,2.00,82.0,0.000,10.50
2003-11-23 05:30:00,8.25,0.000,25.21,10.34,0.000,9.30,2.00,93.9,0.000,10.50
2003-11-23 06:30:00,9.02,0.000,25.21,10.34,0.000,9.70,3.00,105.2,0.000,10.50
2003-11-23 07:30:00,8.83,0.000,25.21,10.34,0.000,9.60,4.00,116.4,0.000,10.50
2003-11-23 08:30:00,8.55,4.000,25.21,10.34,0.000,9.50,4.00,128.0,4.000,10.60
2003-11-23 09:30:00,8.16,28.000,25.21,10.34,6.126,9.40,4.00,140.5,27.000,10.80
2003-11-23 10:30:00,7.42,71.000,25.21,10.34,12.013,9.40,4.00,153.9,68.000,11.60
2003-11-23 11:30:00,7.55,95.000,25.21,10.34,9.976,9.60,5.00,168.2,92.000,11.90
2003-11-23 12:30:00,7.78,104.000,25.21,10.34,9.592,9.80,5.00,182.9,101.000,12.10
2003-11-23 13:30:00,8.74,88.000,25.21,10.34,7.017,10.50,5.00,197.6,86.000,12.60
2003-11-23 14:30:00,8.98,40.000,25.21,10.34,0.000,10.40,4.00,211.6,40.000,12.10
2003-11-23 15:30:00,9.79,14.000,25.21,10.34,8.305,10.60,4.00,224.6,13.000,11.60
2003-11-23 16:30:00,9.35,6.000,25.21,10.34,0.000,10.50,3.00,236.7,6.000,11.90
2003-11-23 17:30:00,9.02,0.000,25.21,10.34,0.000,10.20,2.00,248.1,0.000,11.60
2003-11-23 18:30:00,9.05,0.000,25.21,10.34,0.000,9.90,2.00,259.3,0.000,10.90
2003-11-23 19:30:00,8.62,0.000,25.21,10.34,0.000,9.40,3.00,270.7,0.000,10.30
2003-11-23 20:30:00,8.21,0.000,25.21,10.34,0.000,9.10,3.00,283.1,0.000,10.10
2003-11-23 21:30:00,7.87,0.000,25.21,10.34,0.000,8.60,3.00,297.7,0.000,9.40
2003-11-23 22:30:00,7.24,0.000,25.21,10.34,0.000,8.00,3.00,315.8,0.000,8.80
2003-11-23 23:30:00,6.62,0.000,25.21,10.34,0.000,7.60,3.00,338.7,0.000,8.60
2003-11-24 00:30:00,6.21,0.000,25.21,10.34,0.000,7.20,3.00,5.4,0.000,8.20
2003-11-24 01:30:00,5.67,0.000,25.24,10.41,0.000,6.80,4.00,31.0,0.000,7.90
2003-11-24 02:30:00,5.67,0.000,25.24,10.41,0.000,6.70,5.00,52.0,0.000,7.70
2003-11-24 03:30:00,5.67,0.000,25.24,10.41,0.000,6.80,5.00,68.5,0.000,7.90
2003-11-24 04:30:00,5.88,0.000,25.24,10.41,0.000,7.00,4.00,82.1,0.000,8.10
2003-11-24 05:30:00,6.10,0.000,25.24,10.41,0.000,7.30,4.00,94.0,0.000,8.50
2003-11-24 06:30:00,6.43,0.000,25.24,10.41,0.000,7.70,5.00,105.2,0.000,9.00
2003-11-24 07:30:00,6.76,2.000,25.24,10.41,0.000,8.00,5.00,116.4,2.000,9.30
2003-11-24 08:30:00,7.70,8.000,25.24,10.41,23.014,8.80,5.00,128.1,7.000,10.00
2003-11-24 09:30:00,8.05,19.000,25.24,10.41,0.000,9.20,5.00,140.5,19.000,10.50
2003-11-24 10:30:00,8.58,31.000,25.24,10.41,0.000,9.70,6.00,153.9,31.000,11.00
2003-11-24 11:30:00,9.01,48.000,25.24,10.41,3.366,10.10,5.00,168.1,47.000,11.40
2003-11-24 12:30:00,9.45,59.000,25.24,10.41,3.233,10.60,4.00,182.9,58.000,12.00
2003-11-24 13:30:00,9.80,52.000,25.24,10.41,3.548,11.00,5.00,197.5,51.000,12.50
2003-11-24 14:30:00,10.04,32.000,25.24,10.41,4.619,11.30,5.00,211.4,31.000,12.90
2003-11-24 15:30:00,10.44,14.000,25.24,10.41,8.492,11.60,6.00,224.4,13.000,13.10
2003-11-24 16:30:00,10.52,4.000,25.24,10.41,0.000,11.60,5.00,236.5,4.000,13.00
2003-11-24 17:30:00,10.49,0.000,25.24,10.41,0.000,11.50,5.00,247.9,0.000,12.80
2003-11-24 18:30:00,10.78,0.000,25.24,10.41,0.000,11.70,5.00,259.1,0.000,12.90
2003-11-24 19:30:00,10.97,0.000,25.24,10.41,0.000,11.80,4.00,270.5,0.000,12.90
2003-11-24 20:30:00,10.97,0.000,25.24,10.41,0.000,11.80,3.00,282.9,0.000,12.90
2003-11-24 21:30:00,10.99,0.000,25.24,10.41,0.000,11.90,4.00,297.4,0.000,13.10
2003-11-24 22:30:00,11.04,0.000,25.24,10.41,0.000,11.80,3.00,315.5,0.000,12.80
2003-11-24 23:30:00,10.97,0.000,25.24,10.41,0.000,11.80,4.00,338.5,0.000,12.90
2003-11-25 00:30:00,10.89,0.000,25.24,10.41,0.000,11.80,5.00,5.3,0.000,13.00
2003-11-25 01:30:00,10.89,0.000,25.29,10.56,0.000,11.80,5.00,31.0,0.000,13.00
2003-11-25 02:30:00,10.97,0.000,25.29,10.56,0.000,11.80,5.00,52.1,0.000,12.90
2003-11-25 03:30:00,10.97,0.000,25.29,10.56,0.000,11.80,5.00,68.6,0.000,12.90
2003-11-25 04:30:00,10.89,0.000,25.29,10.56,0.000,11.80,4.00,82.2,0.000,13.00
2003-11-25 05:30:00,10.81,0.000,25.29,10.56,0.000,11.80,5.00,94.1,0.000,13.10
2003-11-25 06:30:00,10.94,0.000,25.29,10.56,0.000,11.70,4.00,105.3,0.000,12.70
2003-11-25 07:30:00,10.29,2.000,25.29,10.56,0.000,11.00,4.00,116.5,2.000,11.90
2003-11-25 08:30:00,10.19,24.000,25.29,10.56,276.522,10.90,3.00,128.1,13.000,11.80
2003-11-25 09:30:00,10.26,85.000,25.29,10.56,320.954,11.20,4.00,140.5,35.000,12.40
2003-11-25 10:30:00,9.43,134.000,25.29,10.56,272.325,11.20,4.00,153.9,68.000,13.40
2003-11-25 11:30:00,9.65,109.000,25.29,10.56,98.775,11.40,4.00,168.1,80.000,13.60
2003-11-25 12:30:00,10.06,63.000,25.29,10.56,9.804,11.70,3.00,182.8,60.000,13.80
2003-11-25 13:30:00,9.95,37.000,25.29,10.56,3.587,11.60,3.00,197.3,36.000,13.70
2003-11-25 14:30:00,9.90,22.000,25.29,10.56,4.680,11.40,4.00,211.3,21.000,13.30
2003-11-25 15:30:00,10.36,15.000,25.29,10.56,8.678,11.60,3.00,224.3,14.000,13.20
2003-11-25 16:30:00,10.33,4.000,25.29,10.56,0.000,11.50,3.00,236.3,4.000,13.00
2003-11-25 17:30:00,9.64,0.000,25.29,10.56,0.000,10.70,2.00,247.7,0.000,12.00
2003-11-25 18:30:00,9.87,0.000,25.29,10.56,0.000,10.60,2.00,258.9,0.000,11.50
2003-11-25 19:30:00,8.29,0.000,25.29,10.56,0.000,9.00,1.00,270.3,0.000,9.80
2003-11-25 20:30:00,8.05,0.000,25.29,10.56,0.000,8.50,0.00,282.7,0.000,9.00
2003-11-25 21:30:00,7.00,0.000,25.29,10.56,0.000,7.20,0.00,297.2,0.000,7.40
2003-11-25 22:30:00,8.05,0.000,25.29,10.56,0.000,8.50,0.00,315.3,0.000,9.00
2003-11-25 23:30:00,8.67,0.000,25.29,10.56,0.000,9.20,0.00,338.3,0.000,9.80
2003-11-26 00:30:00,8.88,0.000,25.29,10.56,0.000,9.40,0.00,5.1,0.000,10.00
2003-11-26 01:30:00,9.18,0.000,25.38,10.84,0.000,9.60,0.00,31.0,0.000,10.10
2003-11-26 02:30:00,9.28,0.000,25.38,10.84,0.000,9.70,0.00,52.1,0.000,10.20
2003-11-26 03:30:00,9.29,0.000,25.38,10.84,0.000,9.80,0.00,68.7,0.000,10.40
2003-11-26 04:30:00,9.38,0.000,25.38,10.84,0.000,9.80,0.00,82.3,0.000,10.30
2003-11-26 05:30:00,9.38,0.000,25.38,10.84,0.000,9.80,0.00,94.2,0.000,10.30
2003-11-26 06:30:00,9.75,0.000,25.38,10.84,0.000,10.00,0.00,105.4,0.000,10.30
2003-11-26 07:30:00,8.86,1.000,25.38,10.84,0.000,9.30,1.00,116.5,1.000,9.80
2003-11-26 08:30:00,9.29,10.000,25.38,10.84,0.000,9.80,1.00,128.1,10.000,10.40
2003-11-26 09:30:00,9.81,34.000,25.38,10.84,0.000,10.30,2.00,140.5,34.000,10.90
2003-11-26 10:30:00,9.70,63.000,25.38,10.84,0.000,10.60,3.00,153.8,63.000,11.70
2003-11-26 11:30:00,9.67,79.000,25.38,10.84,0.000,10.80,3.00,168.0,79.000,12.20
2003-11-26 12:30:00,9.30,75.000,25.38,10.84,0.000,10.70,4.00,182.7,75.000,12.40
2003-11-26 13:30:00,9.30,43.000,25.38,10.84,0.000,10.70,4.00,197.2,43.000,12.40
2003-11-26 14:30:00,8.28,15.000,25.38,10.84,0.000,10.00,4.00,211.1,15.000,12.00
2003-11-26 15:30:00,7.83,8.000,25.38,10.84,0.000,9.60,5.00,224.1,8.000,11.60
2003-11-26 16:30:00,7.16,1.000,25.38,10.84,0.000,9.00,5.00,236.2,1.000,11.00
2003-11-26 17:30:00,7.45,0.000,25.38,10.84,0.000,9.00,4.00,247.6,0.000,10.70
2003-11-26 18:30:00,7.34,0.000,25.38,10.84,0.000,8.90,5.00,258.7,0.000,10.60
2003-11-26 19:30:00,7.52,0.000,25.38,10.84,0.000,8.80,5.00,270.1,0.000,10.20
2003-11-26 20:30:00,7.48,0.000,25.38,10.84,0.000,8.40,5.00,282.4,0.000,9.40
2003-11-26 21:30:00,7.06,0.000,25.38,10.84,0.000,8.20,4.00,296.9,0.000,9.40
2003-11-26 22:30:00,8.11,0.000,25.38,10.84,0.000,9.00,4.00,315.0,0.000,10.00
2003-11-26 23:30:00,9.02,0.000,25.38,10.84,0.000,9.70,5.00,338.1,0.000,10.50
2003-11-27 00:30:00,9.24,0.000,25.38,10.84,0.000,10.00,5.00,5.0,0.000,10.90
2003-11-27 01:30:00,9.28,0.000,25.37,10.82,0.000,10.20,5.00,31.0,0.000,11.30
2003-11-27 02:30:00,9.66,0.000,25.37,10.82,0.000,10.40,5.00,52.2,0.000,11.30
2003-11-27 03:30:00,6.63,0.000,25.37,10.82,0.000,7.70,5.00,68.8,0.000,8.80
2003-11-27 04:30:00,6.10,0.000,25.37,10.82,0.000,7.30,5.00,82.3,0.000,8.50
2003-11-27 05:30:00,5.99,0.000,25.37,10.82,0.000,7.30,2.00,94.2,0.000,8.60
2003-11-27 06:30:00,4.68,0.000,25.37,10.82,0.000,6.60,2.00,105.4,0.000,8.40
2003-11-27 07:30:00,4.68,2.000,25.37,10.82,0.000,6.30,2.00,116.6,2.000,7.80
2003-11-27 08:30:00,3.56,7.000,25.37,10.82,0.000,5.50,3.00,128.2,7.000,7.20
2003-11-27 09:30:00,2.29,68.000,25.37,10.82,262.371,4.60,3.00,140.5,29.000,6.50
2003-11-27 10:30:00,2.11,166.000,25.37,10.82,441.898,4.90,3.00,153.8,62.000,7.20
2003-11-27 11:30:00,1.81,226.000,25.37,10.82,477.584,5.10,3.00,168.0,89.000,7.80
2003-11-27 12:30:00,1.52,220.000,25.37,10.82,347.047,5.20,4.00,182.6,116.000,8.20
2003-11-27 13:30:00,0.83,183.000,25.37,10.82,186.876,5.10,5.00,197.1,132.000,8.50
